Year,Datetime,Stage,Stadium,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Half-time Home Goals,Half-time Away Goals,MatchID,Home Team Initials,Away Team Initials
1998,13 Jun 1998 - 21:00,Group E,Stade de France,Netherlands,0,0,Belgium, ,0,0,8733,NED,BEL
1998,14 Jun 1998 - 14:30,Group H,Stade Municipal,Argentina,1,0,Japan, ,1,0,8734,ARG,JPN
1998,14 Jun 1998 - 17:30,Group F,Stade Geoffroy Guichard,Yugoslavia,1,0,Iran, ,0,0,8735,YUG,IRN
1998,14 Jun 1998 - 21:00,Group H,Stade Felix Bollaert,Jamaica,1,3,Croatia, ,1,1,8736,JAM,CRO
1998,15 Jun 1998 - 14:30,Group G,Stade V�lodrome,England,2,0,Tunisia, ,1,0,8740,ENG,TUN
1998,15 Jun 1998 - 17:30,Group G,Stade de Gerland,Romania,1,0,Colombia, ,1,0,8739,ROU,COL
1998,15 Jun 1998 - 21:00,Group F,Parc des Princes,Germany,2,0,USA, ,1,0,8738,GER,USA
1998,16 Jun 1998 - 17:30,Group A,Stade du Parc Lescure,Scotland,1,1,Norway, ,0,0,8741,SCO,NOR
1998,16 Jun 1998 - 21:00,Group A,La Beaujoire,Brazil,3,0,Morocco, ,2,0,8742,BRA,MAR
1998,17 Jun 1998 - 17:30,Group B,Stade Geoffroy Guichard,Chile,1,1,Austria, ,0,0,8743,CHI,AUT
1998,17 Jun 1998 - 21:00,Group B,La Mosson,Italy,3,0,Cameroon, ,1,0,8744,ITA,CMR
1998,18 Jun 1998 - 17:30,Group C,Stade Municipal,South Africa,1,1,Denmark, ,0,1,8746,RSA,DEN
1998,18 Jun 1998 - 21:00,Group C,Stade de France,France,4,0,Saudi Arabia, ,1,0,8745,FRA,KSA
1998,19 Jun 1998 - 17:30,Group D,Parc des Princes,Nigeria,1,0,Bulgaria, ,1,0,8747,NGA,BUL
1998,19 Jun 1998 - 21:00,Group D,Stade Geoffroy Guichard,Spain,0,0,Paraguay, ,0,0,8748,ESP,PAR
1998,20 Jun 1998 - 14:30,Group H,La Beaujoire,Japan,0,1,Croatia, ,0,0,8751,JPN,CRO
1998,20 Jun 1998 - 17:30,Group E,Stade du Parc Lescure,Belgium,2,2,Mexico, ,1,0,8750,BEL,MEX
1998,20 Jun 1998 - 21:00,Group E,Stade V�lodrome,Netherlands,5,0,Korea Republic, ,2,0,8749,NED,KOR
1998,21 Jun 1998 - 14:30,Group F,Stade Felix Bollaert,Germany,2,2,Yugoslavia, ,0,1,8753,GER,YUG
1998,21 Jun 1998 - 17:30,Group H,Parc des Princes,Argentina,5,0,Jamaica, ,1,0,8752,ARG,JAM
1998,21 Jun 1998 - 21:00,Group F,Stade de Gerland,USA,1,2,Iran, ,0,1,8754,USA,IRN
1998,22 Jun 1998 - 17:30,Group G,La Mosson,Colombia,1,0,Tunisia, ,0,0,8755,COL,TUN
1998,22 Jun 1998 - 21:00,Group G,Stade Municipal,Romania,2,1,England, ,0,0,8756,ROU,ENG
1998,23 Jun 1998 - 16:00,Group B,Stade de France,Italy,2,1,Austria, ,0,0,8757,ITA,AUT
1998,23 Jun 1998 - 16:00,Group B,La Beaujoire,Chile,1,1,Cameroon, ,1,0,8760,CHI,CMR
1998,23 Jun 1998 - 21:00,Group A,Stade Geoffroy Guichard,Scotland,0,3,Morocco, ,0,1,8758,SCO,MAR
1998,23 Jun 1998 - 21:00,Group A,Stade V�lodrome,Brazil,1,2,Norway, ,0,0,8759,BRA,NOR
1998,24 Jun 1998 - 16:00,Group C,Stade de Gerland,France,2,1,Denmark, ,1,1,8762,FRA,DEN
1998,24 Jun 1998 - 16:00,Group C,Stade du Parc Lescure,South Africa,2,2,Saudi Arabia, ,1,1,8764,RSA,KSA
1998,24 Jun 1998 - 21:00,Group D,Stade Felix Bollaert,Spain,6,1,Bulgaria, ,2,0,8761,ESP,BUL
1998,24 Jun 1998 - 21:00,Group D,Stade Municipal,Nigeria,1,3,Paraguay, ,1,1,8763,NGA,PAR
1998,25 Jun 1998 - 16:00,Group E,Parc des Princes,Belgium,1,1,Korea Republic, ,1,0,8765,BEL,KOR
1998,25 Jun 1998 - 16:00,Group E,Stade Geoffroy Guichard,Netherlands,2,2,Mexico, ,2,0,8766,NED,MEX
1998,25 Jun 1998 - 21:00,Group F,La Mosson,Germany,2,0,Iran, ,0,0,8767,GER,IRN
1998,25 Jun 1998 - 21:00,Group F,La Beaujoire,USA,0,1,Yugoslavia, ,0,1,8768,USA,YUG
1998,26 Jun 1998 - 16:00,Group H,Stade de Gerland,Japan,1,2,Jamaica, ,0,1,8771,JPN,JAM
1998,26 Jun 1998 - 16:00,Group H,Stade du Parc Lescure,Argentina,1,0,Croatia, ,1,0,8772,ARG,CRO
1998,26 Jun 1998 - 21:00,Group G,Stade de France,Romania,1,1,Tunisia, ,0,1,8769,ROU,TUN
1998,26 Jun 1998 - 21:00,Group G,Stade Felix Bollaert,Colombia,0,2,England, ,0,2,8770,COL,ENG
1998,27 Jun 1998 - 16:30,Round of 16,Stade V�lodrome,Italy,1,0,Norway, ,1,0,8774,ITA,NOR
1998,27 Jun 1998 - 21:00,Round of 16,Parc des Princes,Brazil,4,1,Chile, ,3,0,8773,BRA,CHI
1998,28 Jun 1998 - 16:30,Round of 16,Stade Felix Bollaert,France,1,0,Paraguay,France win after extra time ,0,0,8776,FRA,PAR
1998,28 Jun 1998 - 21:00,Round of 16,Stade de France,Nigeria,1,4,Denmark, ,0,2,8775,NGA,DEN
1998,29 Jun 1998 - 16:30,Round of 16,La Mosson,Germany,2,1,Mexico, ,0,0,8777,GER,MEX
1998,29 Jun 1998 - 21:00,Round of 16,Stade Municipal,Netherlands,2,1,Yugoslavia, ,1,0,8778,NED,YUG
1998,30 Jun 1998 - 16:30,Round of 16,Stade du Parc Lescure,Romania,0,1,Croatia, ,0,1,8780,ROU,CRO
1998,30 Jun 1998 - 21:00,Round of 16,Stade Geoffroy Guichard,Argentina,2,2,England,Argentina win on penalties (4 - 3),0,0,8779,ARG,ENG
1998,03 Jul 1998 - 16:30,Quarter-finals,Stade de France,Italy,0,0,France,France win on penalties (3 - 4),0,0,8781,ITA,FRA
1998,03 Jul 1998 - 21:00,Quarter-finals,La Beaujoire,Brazil,3,2,Denmark, ,2,1,8782,BRA,DEN
1998,04 Jul 1998 - 16:30,Quarter-finals,Stade V�lodrome,Netherlands,2,1,Argentina, ,1,1,8784,NED,ARG
1998,04 Jul 1998 - 21:00,Quarter-finals,Stade de Gerland,Germany,0,3,Croatia, ,0,1,8783,GER,CRO
1998,07 Jul 1998 - 21:00,Semi-finals,Stade V�lodrome,Brazil,1,1,Netherlands,Brazil win on penalties (4 - 2),0,0,8785,BRA,NED
1998,08 Jul 1998 - 21:00,Semi-finals,Stade de France,France,2,1,Croatia, ,0,0,8786,FRA,CRO
1998,11 Jul 1998 - 21:00,Match for third place,Parc des Princes,Netherlands,1,2,Croatia, ,1,2,8787,NED,CRO
1998,12 Jul 1998 - 21:00,Final,Stade de France,Brazil,0,3,France, ,0,2,8788,BRA,FRA
2002,31 May 2002 - 20:30,Group A,Seoul World Cup Stadium,France,0,1,Senegal, ,0,1,43950001,FRA,SEN
2002,01 Jun 2002 - 18:00,Group A,Munsu Football Stadium,Uruguay,1,2,Denmark, ,0,1,43950003,URU,DEN
2002,01 Jun 2002 - 15:30,Group E,Niigata Stadium Big Swan,"rn"">Republic of Ireland",1,1,Cameroon, ,0,1,43950002,IRL,CMR
2002,01 Jun 2002 - 20:30,Group E,Sapporo Dome,Germany,8,0,Saudi Arabia, ,4,0,43950004,GER,KSA
2002,02 Jun 2002 - 14:30,Group F,Kashima Stadium,Argentina,1,0,Nigeria, ,0,0,43950007,ARG,NGA
2002,02 Jun 2002 - 16:30,Group B,Busan Asiad Main Stadium,Paraguay,2,2,South Africa, ,1,0,43950006,PAR,RSA
2002,02 Jun 2002 - 18:30,Group F,Saitama Stadium 2002,England,1,1,Sweden, ,1,0,43950005,ENG,SWE
2002,02 Jun 2002 - 20:30,Group B,Gwangju World Cup Stadium,Spain,3,1,Slovenia, ,1,0,43950008,ESP,SVN
2002,03 June 2002 - 18:00,Group C,Munsu Football Stadium,Brazil,2,1,Turkey, ,0,1,43950010,BRA,TUR
2002,03 Jun 2002 - 20:30,Group G,Sapporo Dome,Italy,2,0,Ecuador, ,2,0,43950011,ITA,ECU
2002,03 Jun 2002 - 15:30,Group G,Niigata Stadium Big Swan,Croatia,0,1,Mexico, ,0,0,43950009,CRO,MEX
2002,04 June 2002 - 15:30,Group C,Gwangju World Cup Stadium,China PR,0,2,Costa Rica, ,0,0,43950012,CHN,CRC
2002,04 June 2002 - 18:00,Group H,Saitama Stadium 2002,Japan,2,2,Belgium, ,0,0,43950013,JPN,BEL
2002,04 Jun 2002 - 20:30,Group D,Busan Asiad Main Stadium,Korea Republic,2,0,Poland, ,1,0,43950014,KOR,POL
2002,05 Jun 2002 - 15:30,Group H,Kobe Wing Stadium,Russia,2,0,Tunisia, ,0,0,43950015,RUS,TUN
2002,05 Jun 2002 - 18:00,Group D,Suwon World Cup Stadium,USA,3,2,Portugal, ,3,1,43950016,USA,POR
2002,05 Jun 2002 - 20:30,Group E,Kashima Stadium,Germany,1,1,"rn"">Republic of Ireland", ,1,0,43950017,GER,IRL
2002,06 Jun 2002 - 15:30,Group A,Daegu World Cup Stadium,Denmark,1,1,Senegal, ,1,0,43950020,DEN,SEN
2002,06 Jun 2002 - 18:00,Group E,Saitama Stadium 2002,Cameroon,1,0,Saudi Arabia, ,0,0,43950019,CMR,KSA
2002,06 Jun 2002 - 20:30,Group A,Busan Asiad Main Stadium,France,0,0,Uruguay, ,0,0,43950018,FRA,URU
2002,07 Jun 2002 - 15:30,Group F,Kobe Wing Stadium,Sweden,2,1,Nigeria, ,1,1,43950021,SWE,NGA
2002,07 Jun 2002 - 20:30,Group F,Sapporo Dome,Argentina,0,1,England, ,0,1,43950023,ARG,ENG
2002,07 June 2002 - 18:00,Group B,Jeonju World Cup Stadium,Spain,3,1,Paraguay, ,0,1,43950022,ESP,PAR
2002,08 Jun 2002 - 15:30,Group B,Daegu World Cup Stadium,South Africa,1,0,Slovenia, ,1,0,43950024,RSA,SVN
2002,08 Jun 2002 - 20:30,Group C,Jeju World Cup Stadium,Brazil,4,0,China PR, ,3,0,43950026,BRA,CHN
2002,08 June 2002 - 18:00,Group G,Kashima Stadium,Italy,1,2,Croatia, ,0,0,43950025,ITA,CRO
2002,09 Jun 2002 - 18:00,Group C,Incheon Football Stadium,Costa Rica,1,1,Turkey, ,0,0,43950028,CRC,TUR
2002,09 Jun 2002 - 20:30,Group H,International Stadium Yokohama,Japan,1,0,Russia, ,0,0,43950029,JPN,RUS
2002,09 Jun 2002 - 15:30,Group G,Miyagi Stadium,Mexico,2,1,Ecuador, ,1,1,43950027,MEX,ECU
2002,10 Jun 2002 - 15:30,Group D,Daegu World Cup Stadium,Korea Republic,1,1,USA, ,0,1,43950030,KOR,USA
2002,10 Jun 2002 - 20:30,Group D,Jeonju World Cup Stadium,Portugal,4,0,Poland, ,1,0,43950032,POR,POL
2002,10 Jun 2002 - 18:00,Group H,Oita Stadium Big Eye,Tunisia,1,1,Belgium, ,1,1,43950031,TUN,BEL
2002,11 Jun 2002 - 15:30,Group A,Incheon Football Stadium,Denmark,2,0,France, ,1,0,43950033,DEN,FRA
2002,11 June 2002 - 15:30,Group A,Suwon World Cup Stadium,Senegal,3,3,Uruguay, ,3,0,43950034,SEN,URU
2002,11 Jun 2002 - 20:30,Group E,International Stadium Yokohama,Saudi Arabia,0,3,"rn"">Republic of Ireland", ,0,1,43950036,KSA,IRL
2002,11 Jun 2002 - 20:30,Group E,Shizuoka Stadium Ecopa,Cameroon,0,2,Germany, ,0,0,43950035,CMR,GER
2002,12 Jun 2002 - 15:30,Group F,Miyagi Stadium,Sweden,1,1,Argentina, ,0,0,43950037,SWE,ARG
2002,12 Jun 2002 - 15:30,Group F,Osaka Nagai Stadium,Nigeria,0,0,England, ,0,0,43950038,NGA,ENG
2002,12 Jun 2002 - 20:30,Group B,Jeju World Cup Stadium,Slovenia,1,3,Paraguay, ,1,0,43950040,SVN,PAR
2002,12 Jun 2002 - 20:30,Group B,Daejeon World Cup Stadium,South Africa,2,3,Spain, ,1,2,43950039,RSA,ESP
2002,13 Jun 2002 - 15:30,Group C,Suwon World Cup Stadium,Costa Rica,2,5,Brazil, ,1,3,43950041,CRC,BRA
2002,13 Jun 2002 - 15:30,Group C,Seoul World Cup Stadium,Turkey,3,0,China PR, ,2,0,43950042,TUR,CHN
2002,13 Jun 2002 - 20:30,Group G,International Stadium Yokohama,Ecuador,1,0,Croatia, ,0,0,43950044,ECU,CRO
2002,13 Jun 2002 - 20:30,Group G,Oita Stadium Big Eye,Mexico,1,1,Italy, ,1,0,43950043,MEX,ITA
2002,14 Jun 2002 - 15:30,Group H,Osaka Nagai Stadium,Tunisia,0,2,Japan, ,0,0,43950045,TUN,JPN
2002,14 Jun 2002 - 20:30,Group D,Incheon Football Stadium,Portugal,0,1,Korea Republic, ,0,0,43950047,POR,KOR
2002,14 Jun 2002 - 20:30,Group D,Daejeon World Cup Stadium,Poland,3,1,USA, ,2,0,43950048,POL,USA
2002,14 Jun 2002 - 15:30,Group H,Shizuoka Stadium Ecopa,Belgium,3,2,Russia, ,1,0,43950046,BEL,RUS
2002,15 Jun 2002 - 20:30,Round of 16,Niigata Stadium Big Swan,Denmark,0,3,England, ,0,3,43950050,DEN,ENG
2002,15 Jun 2002 - 15:30,Round of 16,Jeju World Cup Stadium,Germany,1,0,Paraguay, ,0,0,43950049,GER,PAR
2002,16 Jun 2002 - 20:30,Round of 16,Suwon World Cup Stadium,Spain,1,1,"rn"">Republic of Ireland",Spain win on penalties (3 - 2),0,0,43950052,ESP,IRL
2002,16 Jun 2002 - 15:30,Round of 16,Oita Stadium Big Eye,Sweden,1,2,Senegal,Win on Golden Goal ,0,0,43950051,SWE,SEN
2002,17 Jun 2002 - 20:30,Round of 16,Kobe Wing Stadium,Brazil,2,0,Belgium, ,0,0,43950054,BRA,BEL
2002,17 June 2002 - 15:30,Round of 16,Jeonju World Cup Stadium,Mexico,0,2,USA, ,0,1,43950053,MEX,USA
2002,18 Jun 2002 - 15:30,Round of 16,Miyagi Stadium,Japan,0,1,Turkey, ,0,1,43950055,JPN,TUR
2002,18 Jun 2002 - 20:30,Round of 16,Daejeon World Cup Stadium,Korea Republic,2,1,Italy,Win on Golden Goal ,0,0,43950056,KOR,ITA
2002,21 Jun 2002 - 15:30,Quarter-finals,Shizuoka Stadium Ecopa,England,1,2,Brazil, ,1,1,43950057,ENG,BRA
2002,21 Jun 2002 - 20:30,Quarter-finals,Munsu Football Stadium,Germany,1,0,USA, ,1,0,43950058,GER,USA
2002,22 Jun 2002 - 20:30,Quarter-finals,Osaka Nagai Stadium,Senegal,0,1,Turkey,Win on Golden Goal ,0,0,43950060,SEN,TUR
2002,22 Jun 2002 - 15:30,Quarter-finals,Gwangju World Cup Stadium,Spain,0,0,Korea Republic,Korea Republic win on penalties (3 - 5),0,0,43950059,ESP,KOR
2002,25 Jun 2002 - 20:30,Semi-finals,Seoul World Cup Stadium,Germany,1,0,Korea Republic, ,0,0,43950061,GER,KOR
2002,26 Jun 2002 - 20:30,Semi-finals,Saitama Stadium 2002,Brazil,1,0,Turkey, ,0,0,43950062,BRA,TUR
2002,29 Jun 2002 - 20:00,Third place,Daegu World Cup Stadium,Korea Republic,2,3,Turkey, ,1,3,43950063,KOR,TUR
2002,30 Jun 2002 - 20:00,Final,International Stadium Yokohama,Germany,0,2,Brazil, ,0,0,43950064,GER,BRA
2006,09 Jun 2006 - 18:00,Group A,"FIFA World Cup Stadium, Munich",Germany,4,2,Costa Rica, ,2,1,97410001,GER,CRC
2006,09 Jun 2006 - 21:00,Group A,"FIFA World Cup Stadium, Gelsenkirchen",Poland,0,2,Ecuador, ,0,1,97410002,POL,ECU
2006,10 Jun 2006 - 15:00,Group B,"FIFA World Cup Stadium, Frankfurt",England,1,0,Paraguay, ,1,0,97410003,ENG,PAR
2006,10 Jun 2006 - 18:00,Group B,"FIFA World Cup Stadium, Dortmund","rn"">Trinidad and Tobago",0,0,Sweden, ,0,0,97410004,TRI,SWE
2006,10 Jun 2006 - 21:00,Group C,"FIFA World Cup Stadium, Hamburg",Argentina,2,1,C�te d'Ivoire, ,2,0,97410005,ARG,CIV
2006,11 Jun 2006 - 15:00,Group C,Zentralstadion,"rn"">Serbia and Montenegro",0,1,Netherlands, ,0,1,97410006,SCG,NED
2006,11 Jun 2006 - 18:00,Group D,Franken-Stadion,Mexico,3,1,Iran, ,1,1,97410007,MEX,IRN
2006,11 Jun 2006 - 21:00,Group D,"FIFA World Cup Stadium, Cologne",Angola,0,1,Portugal, ,0,1,97410008,ANG,POR
2006,12 Jun 2006 - 15:00,Group F,Fritz-Walter-Stadion,Australia,3,1,Japan, ,0,1,97410012,AUS,JPN
2006,12 Jun 2006 - 18:00,Group E,"FIFA World Cup Stadium, Gelsenkirchen",USA,0,3,Czech Republic, ,0,2,97410010,USA,CZE
2006,12 Jun 2006 - 21:00,Group E,"FIFA World Cup Stadium, Hanover",Italy,2,0,Ghana, ,1,0,97410009,ITA,GHA
2006,13 Jun 2006 - 15:00,Group G,"FIFA World Cup Stadium, Frankfurt",Korea Republic,2,1,Togo, ,0,1,97410014,KOR,TOG
2006,13 Jun 2006 - 18:00,Group G,Gottlieb-Daimler-Stadion,France,0,0,Switzerland, ,0,0,97410013,FRA,SUI
2006,13 Jun 2006 - 21:00,Group F,Olympiastadion,Brazil,1,0,Croatia, ,1,0,97410011,BRA,CRO
2006,14 Jun 2006 - 15:00,Group H,Zentralstadion,Spain,4,0,Ukraine, ,2,0,97410015,ESP,UKR
2006,14 Jun 2006 - 18:00,Group H,"FIFA World Cup Stadium, Munich",Tunisia,2,2,Saudi Arabia, ,1,0,97410016,TUN,KSA
2006,14 Jun 2006 - 21:00,Group A,"FIFA World Cup Stadium, Dortmund",Germany,1,0,Poland, ,0,0,97410017,GER,POL
2006,15 Jun 2006 - 15:00,Group A,"FIFA World Cup Stadium, Hamburg",Ecuador,3,0,Costa Rica, ,1,0,97410018,ECU,CRC
2006,15 Jun 2006 - 18:00,Group B,Franken-Stadion,England,2,0,"rn"">Trinidad and Tobago", ,0,0,97410019,ENG,TRI
2006,15 Jun 2006 - 21:00,Group B,Olympiastadion,Sweden,1,0,Paraguay, ,0,0,97410020,SWE,PAR
2006,16 Jun 2006 - 15:00,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Argentina,6,0,"rn"">Serbia and Montenegro", ,3,0,97410021,ARG,SCG
2006,16 Jun 2006 - 18:00,Group C,Gottlieb-Daimler-Stadion,Netherlands,2,1,C�te d'Ivoire, ,2,1,97410022,NED,CIV
2006,16 Jun 2006 - 21:00,Group D,"FIFA World Cup Stadium, Hanover",Mexico,0,0,Angola, ,0,0,97410023,MEX,ANG
2006,17 Jun 2006 - 15:00,Group D,"FIFA World Cup Stadium, Frankfurt",Portugal,2,0,IR Iran, ,0,0,97410024,POR,IRN
2006,17 Jun 2006 - 18:00,Group E,"FIFA World Cup Stadium, Cologne",Czech Republic,0,2,Ghana, ,0,1,97410026,CZE,GHA
2006,17 Jun 2006 - 21:00,Group E,Fritz-Walter-Stadion,Italy,1,1,USA, ,1,1,97410025,ITA,USA
2006,18 Jun 2006 - 15:00,Group F,Franken-Stadion,Japan,0,0,Croatia, ,0,0,97410028,JPN,CRO
2006,18 Jun 2006 - 18:00,Group F,"FIFA World Cup Stadium, Munich",Brazil,2,0,Australia, ,0,0,97410027,BRA,AUS
2006,18 Jun 2006 - 21:00,Group G,Zentralstadion,France,1,1,Korea Republic, ,1,0,97410029,FRA,KOR
2006,19 Jun 2006 - 15:00,Group G,"FIFA World Cup Stadium, Dortmund",Togo,0,2,Switzerland, ,0,1,97410030,TOG,SUI
2006,19 Jun 2006 - 18:00,Group H,"FIFA World Cup Stadium, Hamburg",Saudi Arabia,0,4,Ukraine, ,0,2,97410032,KSA,UKR
2006,19 Jun 2006 - 21:00,Group H,Gottlieb-Daimler-Stadion,Spain,3,1,Tunisia, ,0,1,97410031,ESP,TUN
2006,20 Jun 2006 - 16:00,Group A,Olympiastadion,Ecuador,0,3,Germany, ,0,2,97410033,ECU,GER
2006,20 Jun 2006 - 16:00,Group A,"FIFA World Cup Stadium, Hanover",Costa Rica,1,2,Poland, ,1,1,97410034,CRC,POL
2006,20 Jun 2006 - 21:00,Group B,"FIFA World Cup Stadium, Cologne",Sweden,2,2,England, ,0,1,97410035,SWE,ENG
2006,20 Jun 2006 - 21:00,Group B,Fritz-Walter-Stadion,Paraguay,2,0,"rn"">Trinidad and Tobago", ,1,0,97410036,PAR,TRI
2006,21 Jun 2006 - 16:00,Group D,Zentralstadion,Iran,1,1,Angola, ,0,0,97410040,IRN,ANG
2006,21 Jun 2006 - 16:00,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Portugal,2,1,Mexico, ,2,1,97410039,POR,MEX
2006,21 Jun 2006 - 21:00,Group C,"FIFA World Cup Stadium, Frankfurt",Netherlands,0,0,Argentina, ,0,0,97410037,NED,ARG
2006,21 Jun 2006 - 21:00,Group C,"FIFA World Cup Stadium, Munich",C�te d'Ivoire,3,2,"rn"">Serbia and Montenegro", ,1,2,97410038,CIV,SCG
2006,22 Jun 2006 - 16:00,Group E,"FIFA World Cup Stadium, Hamburg",Czech Republic,0,2,Italy, ,0,1,97410041,CZE,ITA
2006,22 Jun 2006 - 16:00,Group E,Franken-Stadion,Ghana,2,1,USA, ,2,1,97410042,GHA,USA
2006,22 Jun 2006 - 21:00,Group F,"FIFA World Cup Stadium, Dortmund",Japan,1,4,Brazil, ,1,1,97410043,JPN,BRA
2006,22 Jun 2006 - 21:00,Group F,Gottlieb-Daimler-Stadion,Croatia,2,2,Australia, ,1,1,97410044,CRO,AUS
2006,23 Jun 2006 - 16:00,Group H,Olympiastadion,Ukraine,1,0,Tunisia, ,0,0,97410048,UKR,TUN
2006,23 Jun 2006 - 16:00,Group H,Fritz-Walter-Stadion,Saudi Arabia,0,1,Spain, ,0,1,97410047,KSA,ESP
2006,23 Jun 2006 - 21:00,Group G,"FIFA World Cup Stadium, Cologne",Togo,0,2,France, ,0,0,97410045,TOG,FRA
2006,23 Jun 2006 - 21:00,Group G,"FIFA World Cup Stadium, Hanover",Switzerland,2,0,Korea Republic, ,1,0,97410046,SUI,KOR
2006,24 Jun 2006 - 17:00,Round of 16,"FIFA World Cup Stadium, Munich",Germany,2,0,Sweden, ,2,0,97410049,GER,SWE
2006,24 Jun 2006 - 21:00,Round of 16,Zentralstadion,Argentina,2,1,Mexico,Argentina win after extra time ,0,0,97410050,ARG,MEX
2006,25 Jun 2006 - 17:00,Round of 16,Gottlieb-Daimler-Stadion,England,1,0,Ecuador, ,0,0,97410051,ENG,ECU
2006,25 Jun 2006 - 21:00,Round of 16,Franken-Stadion,Portugal,1,0,Netherlands, ,1,0,97410052,POR,NED
2006,26 Jun 2006 - 17:00,Round of 16,Fritz-Walter-Stadion,Italy,1,0,Australia, ,0,0,97410053,ITA,AUS
2006,26 Jun 2006 - 21:00,Round of 16,"FIFA World Cup Stadium, Cologne",Switzerland,0,0,Ukraine,Ukraine win on penalties (0 - 3),0,0,97410054,SUI,UKR
2006,27 Jun 2006 - 17:00,Round of 16,"FIFA World Cup Stadium, Dortmund",Brazil,3,0,Ghana, ,2,0,97410055,BRA,GHA
2006,27 Jun 2006 - 21:00,Round of 16,"FIFA World Cup Stadium, Hanover",Spain,1,3,France, ,1,1,97410056,ESP,FRA
2006,30 Jun 2006 - 17:00,Quarter-finals,Olympiastadion,Germany,1,1,Argentina,Germany win on penalties (4 - 2),0,0,97410057,GER,ARG
2006,30 Jun 2006 - 21:00,Quarter-finals,"FIFA World Cup Stadium, Hamburg",Italy,3,0,Ukraine, ,1,0,97410058,ITA,UKR
2006,01 Jul 2006 - 17:00,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",England,0,0,Portugal,Portugal win on penalties (1 - 3),0,0,97410059,ENG,POR
2006,01 Jul 2006 - 21:00,Quarter-finals,"FIFA World Cup Stadium, Frankfurt",Brazil,0,1,France, ,0,0,97410060,BRA,FRA
2006,04 Jul 2006 - 21:00,Semi-finals,"FIFA World Cup Stadium, Dortmund",Germany,0,2,Italy,Italy win after extra time ,0,0,97410061,GER,ITA
2006,05 Jul 2006 - 21:00,Semi-finals,"FIFA World Cup Stadium, Munich",Portugal,0,1,France, ,0,1,97410062,POR,FRA
2006,08 Jul 2006 - 21:00,Third place,Gottlieb-Daimler-Stadion,Germany,3,1,Portugal, ,0,0,97410063,GER,POR
2006,09 Jul 2006 - 20:00,Final,Olympiastadion,Italy,1,1,France,Italy win on penalties (5 - 3),0,0,97410064,ITA,FRA
2010,11 Jun 2010 - 16:00,Group A,Soccer City Stadium,South Africa,1,1,Mexico, ,0,0,300061454,RSA,MEX
2010,11 Jun 2010 - 20:30,Group A,Cape Town Stadium,Uruguay,0,0,France, ,0,0,300061453,URU,FRA
2010,12 Jun 2010 - 13:30,Group B,Port Elizabeth Stadium,Korea Republic,2,0,Greece, ,1,0,300061459,KOR,GRE
2010,12 Jun 2010 - 16:00,Group B,Ellis Park Stadium,Argentina,1,0,Nigeria, ,1,0,300061460,ARG,NGA
2010,12 Jun 2010 - 20:30,Group C,Royal Bafokeng Sports Palace,England,1,1,USA, ,1,1,300061466,ENG,USA
2010,13 Jun 2010 - 13:30,Group C,Peter Mokaba Stadium,Algeria,0,1,Slovenia, ,0,0,300061465,ALG,SVN
2010,13 Jun 2010 - 16:00,Group D,Loftus Versfeld Stadium,Serbia,0,1,Ghana, ,0,0,300061471,SRB,GHA
2010,13 Jun 2010 - 20:30,Group D,Durban Stadium,Germany,4,0,Australia, ,2,0,300111116,GER,AUS
2010,14 Jun 2010 - 13:30,Group E,Soccer City Stadium,Netherlands,2,0,Denmark, ,0,0,300061478,NED,DEN
2010,14 Jun 2010 - 16:00,Group E,Free State Stadium,Japan,1,0,Cameroon, ,1,0,300061477,JPN,CMR
2010,14 Jun 2010 - 20:30,Group F,Cape Town Stadium,Italy,1,1,Paraguay, ,0,1,300061484,ITA,PAR
2010,15 Jun 2010 - 13:30,Group F,Royal Bafokeng Sports Palace,New Zealand,1,1,Slovakia, ,0,0,300061483,NZL,SVK
2010,15 Jun 2010 - 16:00,Group G,Port Elizabeth Stadium,C�te d'Ivoire,0,0,Portugal, ,0,0,300061489,CIV,POR
2010,15 Jun 2010 - 20:30,Group G,Ellis Park Stadium,Brazil,2,1,Korea DPR, ,0,0,300061490,BRA,PRK
2010,16 Jun 2010 - 13:30,Group H,Mbombela Stadium,Honduras,0,1,Chile, ,0,1,300061495,HON,CHI
2010,16 Jun 2010 - 16:00,Group H,Durban Stadium,Spain,0,1,Switzerland, ,0,0,300111112,ESP,SUI
2010,16 Jun 2010 - 20:30,Group A,Loftus Versfeld Stadium,South Africa,0,3,Uruguay, ,0,1,300061452,RSA,URU
2010,17 Jun 2010 - 13:30,Group B,Soccer City Stadium,Argentina,4,1,Korea Republic, ,2,1,300061458,ARG,KOR
2010,17 Jun 2010 - 16:00,Group B,Free State Stadium,Greece,2,1,Nigeria, ,1,1,300061457,GRE,NGA
2010,17 Jun 2010 - 20:30,Group A,Peter Mokaba Stadium,France,0,2,Mexico, ,0,0,300061451,FRA,MEX
2010,18 Jun 2010 - 13:30,Group D,Port Elizabeth Stadium,Germany,0,1,Serbia, ,0,1,300061470,GER,SRB
2010,18 Jun 2010 - 16:00,Group C,Ellis Park Stadium,Slovenia,2,2,USA, ,2,0,300061463,SVN,USA
