Team Initials,Player Name
AUT,Walter HAUMMER
AUT,Walter HORAK
AUT,Walter KOGLER
AUT,Walter KOLLMANN
URU,Walter MANTEGAZZA
BEL,Walter MEEUWS
AUT,Walter SCHACHNER
AUT,Walter SCHLEGER
URU,Walter TAIBO
SUI,Walter WEILER
AUT,Walter ZEMAN
ITA,Walter ZENGA
RSA,WALTERS
CRC,WANCHOPE
CRC,WANCHOPE P.
GHA,WARIS
ENG,WARNOCK
JAM,Warren BARRETT
URU,Washington ORTUNO
CMR,WEBO
USA,WEGERLE
GER,WEIDENFELLER
SVK,WEISS
ENG,WELBECK
HON,WELCOME
GDR,Werner FRIESE
FRG,Werner KOHLMEYER
FRG,Werner KRAEMER
SUI,Werner LEIMGRUBER
FRG,Werner LIEBRICH
USA,Werner NILSEN
NGA,WEST
TRI,WHITLEY
SUI,WICKY
GER,WIESE
NED,WIJNALDUM
NIR,Wilbur CUSH
ENG,Wilf MANNION
NGA,Wilfred AGBONAVBARE
HAI,Wilfred LOUIS
FRG,Wilfried HANNES
BEL,Wilfried PUIS
BEL,Wilfried VAN MOER
POL,Wilhelm GORA
AUT,Wilhelm KREUZ
POL,Wilhelm PIEC
SWE,WILHELMSSON
AUS,WILKINSON
AUS,WILKSHIRE
NED,Willem ANDERIESEN
RSA,Willem JACKSON
GER,Willhelm HAHNEMANN
FRG,Willi KOSLOWSKI
AUT,Willi SCHMAUS
FRG,Willi SCHULZ
POR,WILLIAM
CMR,William ANDEM
FRA,William AYACHE
URU,William CASTRO
URU,William MARTINEZ
RSA,William MOKOENA
ENG,William SLATER
ROU,William ZOMBORY
BRA,WILLIAN
GER,Willibald KRESS
GER,Willibald SCHMAUS
SCO,Willie CUNNINGHAM
SCO,Willie DONACHIE
SCO,Willie FERNIE
SCO,Willie JOHNSTON
SCO,Willie MILLER
SCO,Willie MORGAN
SCO,Willie ORMOND
ENG,Willie WATSON
SUI,Willy ALLEMANN
GER,Willy BUSCH
FRG,Willy GIESEMANN
SUI,Willy HUBER
SUI,Willy JAEGGI
SUI,Willy KERNEN
NED,Willy VAN DE KERKHOF
SUI,Willy VON KAENEL
URU,Wilmar CABRERA
COL,Wilmer CABRERA
BEL,WILMOTS
HAI,Wilner NAZAIRE
HAI,Wilner PIQUANT
ENG,WILSHERE
NGA,Wilson ORUMA
COL,Wilson PEREZ
BRA,WILSON PIAZZA
FRA,WILTORD
NED,Wim JANSEN
NED,Wim JONK
NED,Wim KIEFT
NED,Wim LANGENDAAL
NED,Wim RIJSBERGEN
NED,Wim SUURBIER
NED,Wim VAN HANEGEM
NED,Winston BOGARDE
NED,WINTER
TRI,WISE
BEL,WITSEL
POL,Wladyslaw SZSZEPANIAK
POL,Wladyslaw ZMUDA
POL,Wlodimierz SMOLAREK
POL,Wlodzimierz CIOLEK
POL,Wlodzimierz LUBANSKI
POL,Wlodzimierz MAZUR
POL,Wojciech RUDY
TRI,WOLFE
USA,WOLFF
GDR,Wolfgang BLOCHWITZ
FRG,Wolfgang DREMMLER
FRG,Wolfgang FAHRIAN
AUT,Wolfgang FEIERSINGER
FRG,Wolfgang KLEFF
AUT,Wolfgang KNALLER
FRG,Wolfgang OVERATH
FRG,Wolfgang PAUL
FRG,Wolfgang PETERS
FRG,Wolfgang ROLFF
GDR,Wolfgang SEGUIN
FRG,Wolfgang WEBER
GDR,Wolfram LOEWE
CMR,WOME
CMR,WOM�
USA,WONDOLOWSKI
KOR,WONHEE
KOR,WOO Sang Kwon
NZL,WOOD
KOR,WOONJAE
CRC,WRIGHT
ENG,WRIGHT-PHILLIPS
USA,WYNALDA
NZL,Wynton RUFER
SUI,W�LFLI
GER,W�RNS
CHN,X P LI
ESP,XAVI
SUI,Xavier STIERLI
FRA,Xerxes LOUIS
SUI,XHAKA
KOR,Y G KIM
CHN,Y GAO
KOR,Y I CHOI
CHN,Y L XU
KOR,Y LEE
KOR,Y M HYUN
KOR,Y P LEE
KOR,Y S CHOI
KSA,Y. AL-TUNAIAN
IRN,Y.GOLMOHAMMADI
CIV,YA KONAN
ALG,Yacine BENTALA
ALG,YAHIA
TUN,YAHIA 
ISR,Yair NOSOVSKI
SUI,YAKIN
NGA,YAKUBU
JPN,YAMAGUCHI
JPN,YANAGISAWA
PRK,YANG Seung Kook
FRA,Yannick STOPYRA
JPN,YANO
CIV,YAPI
KSA,YASSER
KSA,Yasser AL TAIFI
ALG,YEBDA
CIV,YEBOAH
ISR,Yechiel HAMEIRI
USA,YEDLIN
ISR,Yehezkel HAZUM
NGA,YEKINI
COL,YEPES
ISR,Yeshaiyahu SCHWAGER
UKR,YEZERSKYY
TUR,YILDIRAY BASTURK
NGA,YOBO
KOR,YONGDAE
KOR,YONGHYUNG
KOR,YOO Byung Ok
KOR,YOO S. C.
KOR,YOON Deok Yeo
BUL,YORDANOV
TRI,YORKE
JPN,YOSHIDA
JPN,Yoshikatsu KAWAGUCHI
KOR,YOUNGCHUL
KOR,YOUNGKWANG
KOR,YOUNGPYO
FRA,Youri DJORKAEFF
MAR,Youssef CHIPPO
MAR,Youssef ROSSI
UAE,YOUSUF HUSSAIN
URS,Yozhef SABO
KOR,YUNG Kook Chin
URS,Yuri FALIN
URS,Yuri GAVRILOV
RUS,Yuri NIKIFOROV
URS,Yuri SUSLOPAROV
KUW,Yusuf FARAJ
JPN,Yutaka AKITA
SUI,Yvan QUENTIN
FRA,Yves HERBERT
FRA,Yvon DOUIS
FRA,Yvon LE ROUX
ARG,ZABALETA
ESP,ZABALO
SVK,ZABAVNIK
ITA,ZACCARDO 
TUR,ZAFER
MEX,ZAGUE
SVN,ZAHOVIC
KSA,ZAID
MAR,Zakaria EL ACHRAF
ITA,ZAMBROTTA
ITA,ZAMBROTTA 
ARG,ZANETTI
YUG,Zarko NIKOLIC
ESP,ZARRA
POL,Zbigniew BONIEK
POL,Zbigniew GUT
TCH,Zdenek HRUSKA
TCH,Zdenek NEHODA
TCH,Zdenek PROCHAZKA
TCH,Zdenek ZIKAN
YUG,Zdravko RAJKOV
BUL,Zdravko ZDRAVKOV
POL,Zdzislaw KAPKA
POL,Zdzislaw KOSTRZEWA
BRA,ZE CARLOS
BRA,ZE LUIS
BRA,ZE MARIA
BRA,ZE SERGIO
ITA,Zeffiro FURIASSI
CRO,ZELENIKA
YUG,Zeljko CAJKOVSKI
YUG,Zeljko MATUS
YUG,Zeljko PETROVIC
ALG,ZEMMAMOUCHE
BRA,ZEQUINHA
BRA,ZETTI
POL,ZEWLAKOW
BRA,ZEZE PROCOPIO
CHN,ZH Y FAN
RUS,ZHIRKOV
BUL,Zhivko GOSPODINOV
ALG,ZIANI
BRA,ZICO
FRA,ZIDANE
GER,ZIEGE
SUI,ZIEGLER
GER,ZIELER
POL,ZIELINSKI
SCG,ZIGIC
FRA,Zinedine ZIDANE
BRA,ZINHO
BRA,ZITO
TUN,ZITOUNI
CRO,ZIVKOVIC
BRA,ZIZINHO
YUG,Zlatko CAJKOVSKI
YUG,Zlatko KRMPOTIC
YUG,Zlatko PAPEC
YUG,Zlatko VUJOVIC
BUL,Zlatko YANKOV
CIV,ZOGBO
URU,Zoilo SALDOMBIDE
CIV,ZOKORA
HUN,Zoltan CZIBOR
HUN,Zoltan FRIEDMANSZKY
HUN,Zoltan KEREKI
HUN,Zoltan PETER
HUN,Zoltan VARGA
CRO,Zoran MAMIC
YUG,Zoran MIRKOVIC
YUG,Zoran VUJOVIC
YUG,Zoran VULIC
CIV,ZORO
TUN,Zoubeir BEYA
BRA,ZOZIMO
ROU,Zsolt MUZSNAI
SUI,ZUBERB�HLER
ESP,ZUBIZARRETA
UAE,ZUHAIR BAKHEET
RSA,ZUMA
POL,ZURAWSKI
USA,ZUSI
ISR,Zvi ROSEN
CRO,Zvonimir BOBAN
CRO,Zvonimir SOLDO
YUG,Zvonko ZIVKOVIC
POL,Zygmunt KALINOWSKI
POL,Zygmunt KUKLA
POL,Zygmunt MASZCZYK
BRA,Z� CARLOS
ANG,Z� KALANGA
BRA,Z� ROBERTO
POR,�DER
SVN,�ELIGA
SRB,�IGI?
NOR,�STENSTAD
SVN,�ULER
BIH,�UNJI?
GER,�ZIL
